@relation german_credit-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1_clustered

@attribute Instance_number numeric
@attribute checking_status {<0,0<=X<200,>=200,'no checking'}
@attribute duration numeric
@attribute credit_history {'no credits/all paid','all paid','existing paid','delayed previously','critical/other existing credit'}
@attribute purpose {'new car','used car',furniture/equipment,radio/tv,'domestic appliance',repairs,education,vacation,retraining,business,other}
@attribute credit_amount numeric
@attribute savings_status {<100,100<=X<500,500<=X<1000,>=1000,'no known savings'}
@attribute employment {unemployed,<1,1<=X<4,4<=X<7,>=7}
@attribute installment_commitment numeric
@attribute personal_status {'male div/sep','female div/dep/mar','male single','male mar/wid','female single'}
@attribute other_parties {none,'co applicant',guarantor}
@attribute residence_since numeric
@attribute property_magnitude {'real estate','life insurance',car,'no known property'}
@attribute age numeric
@attribute other_payment_plans {bank,stores,none}
@attribute housing {rent,own,'for free'}
@attribute existing_credits numeric
@attribute job {'unemp/unskilled non res','unskilled resident',skilled,'high qualif/self emp/mgmt'}
@attribute num_dependents numeric
@attribute own_telephone {none,yes}
@attribute foreign_worker {yes,no}
@attribute class {good,bad}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
1027,<0,27.073428,'existing paid','new car',7863.57127,<100,1<=X<4,4,'female div/dep/mar',none,2.777459,'no known property',32.426901,none,rent,1.967627,skilled,1,yes,yes,bad,cluster2
1028,<0,44.933056,'existing paid',furniture/equipment,7119.508973,<100,<1,3.020424,'female div/dep/mar',none,3.153548,'life insurance',51.397851,none,own,1.459511,skilled,1.859035,none,yes,bad,cluster2
1029,0<=X<200,29.858903,'no credits/all paid',business,4271.87458,<100,1<=X<4,1,'female div/dep/mar',none,4,car,33.528568,none,own,2.514929,'unskilled resident',1,none,yes,bad,cluster2
1030,<0,22.080559,'existing paid',radio/tv,1819.447745,<100,1<=X<4,3.661556,'female div/dep/mar',none,3.770568,'no known property',27.270002,none,own,1.44819,skilled,1,yes,yes,bad,cluster2
1031,0<=X<200,18,'existing paid',furniture/equipment,1926.830454,<100,<1,3.940405,'male single',none,2.341106,'real estate',28.26367,none,own,1.81577,skilled,1,none,yes,bad,cluster2
1032,<0,12,'existing paid',radio/tv,670.195128,<100,1<=X<4,4,'male single',none,1.253803,car,24.552162,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1033,<0,12,'existing paid',furniture/equipment,3496.333356,<100,1<=X<4,3,'male single',none,2.104642,car,31.819722,none,own,1.180318,skilled,1,none,yes,bad,cluster2
1034,<0,17.692332,'all paid',radio/tv,6885.085158,<100,1<=X<4,1.821422,'male single',none,2.429911,'life insurance',29.1994,none,own,1,skilled,1.097373,yes,yes,bad,cluster2
1035,<0,12,'existing paid',radio/tv,760.637771,<100,1<=X<4,4,'female div/dep/mar',none,2.054898,'real estate',64.897044,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1036,<0,18,'existing paid',furniture/equipment,2463.5879,<100,1<=X<4,3.08107,'male single',none,1.491357,car,24.096067,none,own,1,skilled,1,none,yes,bad,cluster2
1037,<0,14.149477,'existing paid','new car',1267.567908,<100,1<=X<4,2,'female div/dep/mar',none,3.76072,car,22.552917,none,rent,1,skilled,1,none,yes,bad,cluster2
1038,<0,12.395126,'existing paid',furniture/equipment,1126.49303,<100,1<=X<4,4,'female div/dep/mar',none,3.399124,car,32.434498,none,own,1,skilled,1,none,yes,bad,cluster2
1039,0<=X<200,27.872755,'existing paid',furniture/equipment,1930.312288,<100,<1,4,'male div/sep',none,3.455656,'real estate',30.298189,none,own,2,skilled,1,none,yes,bad,cluster2
1040,0<=X<200,18.355301,'existing paid','new car',947.555851,<100,<1,4,'female div/dep/mar',none,3,car,36.590729,none,own,1.096981,skilled,2,none,yes,bad,cluster2
1041,<0,18.232909,'existing paid',furniture/equipment,2058.047163,<100,1<=X<4,2.093624,'female div/dep/mar',none,2.962176,'real estate',33.079523,none,rent,1,skilled,1,none,yes,bad,cluster2
1042,<0,13.546831,'existing paid',furniture/equipment,3395.206261,<100,<1,1.832979,'male single',none,1.992167,car,35.094783,none,rent,1.835402,skilled,1,none,yes,bad,cluster2
1043,<0,39.318715,'existing paid','new car',7639.122534,<100,>=7,4,'female div/dep/mar',none,2.141056,'life insurance',51.102527,none,rent,1,skilled,1,none,yes,bad,cluster2
1044,0<=X<200,36,'existing paid','used car',9470.710675,<100,<1,1,'male single',none,2.302593,car,28,none,own,1.732102,skilled,1,yes,yes,bad,cluster2
1045,<0,46.67791,'delayed previously',business,4459.149395,<100,1<=X<4,2.611949,'male single',none,2.580154,'life insurance',29.510233,none,own,2,skilled,1.359339,yes,yes,bad,cluster2
1046,<0,19.462114,'all paid',radio/tv,1618.262448,<100,<1,4,'male single',none,2.346169,car,40.13672,none,own,1.891189,'unskilled resident',1.656357,none,yes,bad,cluster2
1047,<0,21.313176,'existing paid','new car',900.446456,<100,>=7,4,'female div/dep/mar',none,2.112614,car,29.458526,bank,own,1,skilled,1.834442,none,yes,bad,cluster2
1048,0<=X<200,25.935511,'no credits/all paid','new car',5144.60331,<100,unemployed,2,'female div/dep/mar',none,4,'life insurance',62.528421,none,own,1.045032,skilled,1.627964,yes,yes,bad,cluster2
1049,<0,12,'existing paid','new car',681.183608,<100,1<=X<4,4,'male single',none,1.721769,car,38.757305,none,own,1.521094,'unskilled resident',1,none,yes,bad,cluster2
1050,'no checking',20.427244,'existing paid',business,4591.641258,<100,1<=X<4,1.62536,'male single',none,3.409961,'life insurance',37.929001,none,own,2.892922,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1051,0<=X<200,30.869341,'existing paid',business,3937.29699,<100,1<=X<4,3.470375,'male single',none,2.557287,car,31.355162,none,own,1,skilled,1.288032,none,yes,bad,cluster2
1052,<0,43.424224,'existing paid','new car',3919.909918,<100,1<=X<4,4,'male single',none,3.091564,'real estate',39.104226,none,own,1,skilled,2,none,yes,bad,cluster2
1053,0<=X<200,22.660071,'existing paid',radio/tv,2983.333508,<100,1<=X<4,4,'male single',none,3.579855,car,24.505832,none,rent,1.775617,skilled,1,none,yes,bad,cluster2
1054,0<=X<200,11.643556,'existing paid',radio/tv,1527.031288,<100,1<=X<4,2.687291,'male mar/wid',none,2.740507,'life insurance',37.665067,none,own,1.728613,skilled,1.08841,none,yes,bad,cluster2
1055,0<=X<200,9.167671,'existing paid','new car',949.386946,<100,<1,2.383018,'female div/dep/mar',none,1.585443,car,31.248191,none,own,3.718115,skilled,1,none,yes,bad,cluster2
1056,0<=X<200,23.510262,'no credits/all paid',business,4262.190097,<100,1<=X<4,1.037343,'female div/dep/mar',none,3.941414,car,36.262702,none,own,2.217001,'unskilled resident',1,none,yes,bad,cluster2
1057,<0,13.674742,'existing paid','new car',888.017402,<100,>=7,4,'female div/dep/mar',none,4,car,23.446132,bank,own,1,skilled,1.486869,none,yes,bad,cluster2
1058,0<=X<200,27.383025,'no credits/all paid','new car',5263.673165,<100,unemployed,2.87595,'female div/dep/mar',none,3.441605,'life insurance',40.147181,none,own,2,skilled,1,yes,yes,bad,cluster2
1059,0<=X<200,18.489508,'existing paid',furniture/equipment,1909.034709,<100,<1,4,'male single',none,3.100403,'real estate',41.943768,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1060,0<=X<200,48,'existing paid','used car',10687.292058,<100,1<=X<4,3.276846,'female div/dep/mar',none,3.823328,car,32.591617,bank,own,2.871319,'high qualif/self emp/mgmt',1.106154,yes,yes,bad,cluster2
1061,<0,42.235028,'existing paid','new car',7864.97317,<100,1<=X<4,4,'female div/dep/mar',none,4,'no known property',42.413919,none,rent,1,skilled,1,yes,yes,bad,cluster2
1062,0<=X<200,9,'existing paid','new car',1465.294185,<100,4<=X<7,3.284501,'male single',none,2.337169,car,25.497437,none,own,1,skilled,1,none,yes,bad,cluster2
1063,0<=X<200,33.932763,'no credits/all paid',business,4263.150053,<100,1<=X<4,4,'male single',none,2.900766,car,26,none,own,1.519395,skilled,1,none,yes,bad,cluster2
1064,<0,22.281411,'existing paid',radio/tv,1816.611092,<100,1<=X<4,4,'female div/dep/mar',none,1.273333,'real estate',28.941097,none,own,1,skilled,1.59151,none,yes,bad,cluster2
1065,0<=X<200,36.675376,'existing paid','new car',14123.141515,<100,>=7,3.453949,'male single',none,2,'no known property',26.119885,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1066,0<=X<200,15.093018,'existing paid',furniture/equipment,2764.377859,<100,>=7,3.210398,'male single',none,2,'life insurance',56.14792,bank,own,1.03838,skilled,1,none,yes,bad,cluster2
1067,<0,14.934128,'existing paid','new car',906.553231,<100,1<=X<4,4,'female div/dep/mar',none,3.964944,'life insurance',27.740837,none,own,1,skilled,1,none,yes,bad,cluster2
1068,'no checking',21.875908,'existing paid',furniture/equipment,4609.322754,<100,<1,2.49387,'male single',none,4,'life insurance',26.223578,none,own,1.394671,'unskilled resident',1.069904,none,yes,bad,cluster2
1069,<0,12.825144,'all paid',radio/tv,552.975981,<100,<1,3.935838,'female div/dep/mar',none,1.03135,'real estate',22.113703,none,own,1,skilled,1,none,yes,bad,cluster2
1070,<0,27.639042,'existing paid',radio/tv,2149.611541,<100,1<=X<4,4,'female div/dep/mar',none,1.87869,'real estate',25.527956,none,own,1,skilled,1,none,yes,bad,cluster2
1071,<0,14.915058,'existing paid',radio/tv,2148.798748,<100,1<=X<4,4,'female div/dep/mar',none,3.300435,'real estate',27.104815,none,own,1.350387,skilled,1,none,yes,bad,cluster2
1072,0<=X<200,14.845416,'existing paid',radio/tv,796.855242,<100,<1,4,'female div/dep/mar',none,3.582653,'life insurance',37.349038,none,own,1,'unskilled resident',1.603807,none,yes,bad,cluster2
1073,0<=X<200,16.699508,'existing paid','new car',9054.798588,<100,<1,1,'male single',none,4,car,34.472134,none,own,1,skilled,1,yes,yes,bad,cluster2
1074,<0,47.190947,'existing paid',radio/tv,3099.071366,<100,<1,2.81028,'male single',none,4,'life insurance',28.498399,none,rent,1.72204,skilled,1,none,yes,bad,cluster2
1075,0<=X<200,27.911424,'existing paid','used car',11995.818178,<100,1<=X<4,1.344013,'male single',none,1.658734,car,34.294673,none,rent,1.639848,'unskilled resident',1.271923,none,yes,bad,cluster2
1076,'no checking',41.75302,'existing paid',furniture/equipment,4607.643209,<100,<1,2.11267,'male single',none,4,'life insurance',29.739682,none,own,1.085132,'unskilled resident',1.42855,none,yes,bad,cluster2
1077,<0,20.198673,'existing paid','new car',1003.899161,<100,1<=X<4,1.462678,'female div/dep/mar',none,3.896529,car,30.893389,none,own,1,skilled,1,none,yes,bad,cluster2
1078,<0,36,'existing paid','new car',9305.716132,<100,<1,1.490724,'male single',none,1.062505,car,25.669745,none,own,1,skilled,1,yes,yes,bad,cluster2
1079,<0,42.268786,'existing paid','used car',9634.442732,<100,<1,2.192958,'male single',none,2.427534,car,24.880174,none,own,1.614692,skilled,1,yes,yes,bad,cluster2
1080,0<=X<200,42.128553,'existing paid',business,3816.506596,<100,1<=X<4,4,'male single',none,3.250506,car,37.990115,none,own,1,skilled,1.779669,none,yes,bad,cluster2
1081,<0,11.048459,'existing paid','new car',1339.13143,<100,<1,4,'male single',none,2,'real estate',36.443564,none,own,2,'unskilled resident',1.924177,none,yes,bad,cluster2
1082,<0,41.280479,'existing paid','used car',9965.689847,<100,<1,1.011962,'male single',none,1.784471,car,36.980356,none,own,1.015847,skilled,1,yes,yes,bad,cluster2
1083,<0,12,'existing paid',radio/tv,722.458414,<100,unemployed,4,'female div/dep/mar',none,3.395468,'real estate',38.204041,none,own,1,'unskilled resident',1.139092,none,yes,bad,cluster2
1084,0<=X<200,11.09762,'existing paid','new car',1233.885162,<100,1<=X<4,3.407753,'female div/dep/mar',none,3.695877,'real estate',23.963236,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1085,<0,12,'existing paid','new car',684.860081,<100,1<=X<4,3.544696,'male single',none,3.449267,car,34.70731,none,own,1,'unskilled resident',1.866045,none,yes,bad,cluster2
1086,0<=X<200,36,'existing paid',furniture/equipment,2732.233975,<100,>=7,3.001543,'male single',none,3.890466,'life insurance',40.29889,bank,own,1,skilled,1.207926,none,yes,bad,cluster2
1087,0<=X<200,30,'no credits/all paid',furniture/equipment,4258.494967,<100,1<=X<4,4,'female div/dep/mar',none,2.506742,car,27.284055,none,own,2,'unskilled resident',1,none,yes,bad,cluster2
1088,0<=X<200,19.463262,'existing paid',furniture/equipment,1925.478925,<100,<1,4,'male div/sep',none,3,'real estate',31.462223,none,own,1,skilled,1,none,yes,bad,cluster2
1089,<0,18,'existing paid',radio/tv,1881.855393,<100,1<=X<4,4,'female div/dep/mar',none,3.963706,'real estate',26.404048,none,own,2,skilled,1,none,yes,bad,cluster2
1090,<0,49.222889,'existing paid','used car',7426.128552,'no known savings',4<=X<7,4,'female div/dep/mar',none,1.461053,'life insurance',29.115694,none,own,1,skilled,1,none,yes,bad,cluster2
1091,0<=X<200,45.211503,'existing paid','used car',11635.179116,<100,1<=X<4,2,'male single',none,4,car,26.369482,none,rent,2,'high qualif/self emp/mgmt',1,none,yes,bad,cluster2
1092,<0,19.658184,'existing paid',furniture/equipment,4143.61015,<100,1<=X<4,2.81693,'male single',none,3.64083,car,35.335424,none,own,1.220405,skilled,1.161029,none,yes,bad,cluster2
1093,<0,17.603851,'existing paid',furniture/equipment,3372.227712,<100,<1,3.368913,'male single',none,4,'life insurance',37.279675,none,rent,1,skilled,1.890098,yes,yes,bad,cluster2
1094,<0,15,'existing paid','new car',1274.569547,<100,1<=X<4,3.260391,'female div/dep/mar',none,2,car,24.166066,none,rent,1,skilled,1,none,yes,bad,cluster2
1095,<0,19.066158,'existing paid',furniture/equipment,1172.08687,<100,1<=X<4,2.462673,'female div/dep/mar',none,3.688013,car,38.484772,none,own,1.995613,skilled,2,none,yes,bad,cluster2
1096,<0,11.223616,'existing paid','new car',955.240724,<100,<1,3.483443,'female div/dep/mar',none,2.642113,car,28.515171,none,own,1.529224,skilled,1,none,yes,bad,cluster2
1097,<0,15.474704,'critical/other existing credit','used car',6200.520502,<100,>=7,4,'male single',none,3.641642,'no known property',30.572999,none,'for free',2,skilled,1,none,yes,bad,cluster2
1098,0<=X<200,13.111428,'existing paid','new car',1240.41137,<100,1<=X<4,1.930214,'female div/dep/mar',none,3.164457,'real estate',40.964236,none,own,1,'unskilled resident',1.646377,none,yes,bad,cluster2
1099,'no checking',43.387507,'delayed previously',radio/tv,4578.554049,<100,1<=X<4,3.240107,'male single',none,2.574505,'life insurance',25.853676,none,own,2,skilled,1.528891,yes,yes,bad,cluster2
1100,<0,33.349757,'existing paid',furniture/equipment,2396.311209,<100,<1,4,'male single',none,3.52731,'real estate',29.463965,none,own,1,skilled,1,none,yes,bad,cluster2
1101,<0,27.925297,'existing paid',furniture/equipment,2464.350671,<100,1<=X<4,4,'male single',none,2.030599,car,23.59296,none,own,1,skilled,1,none,yes,bad,cluster2
1102,<0,14.355354,'existing paid',furniture/equipment,3470.378752,<100,1<=X<4,3.30846,'male single',none,2,'real estate',34.693208,none,own,1.344755,skilled,1.768619,none,yes,bad,cluster2
1103,0<=X<200,19.804881,'existing paid','new car',14615.666083,<100,>=7,1.653013,'male single',none,2.747832,'no known property',25.901695,none,own,1.919101,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1104,<0,36.124474,'existing paid','new car',7743.653987,<100,>=7,2.556609,'female div/dep/mar',none,3.669064,'real estate',29.59713,none,'for free',1.186766,skilled,1,yes,yes,bad,cluster2
1105,0<=X<200,57.762804,'existing paid','new car',14085.375647,<100,>=7,4,'male single',none,2,'no known property',35.476841,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad,cluster2
1106,0<=X<200,30.199473,'existing paid','new car',12932.116754,<100,1<=X<4,2.561357,'male single',none,4,'no known property',46.177888,none,'for free',1,'high qualif/self emp/mgmt',1.185274,yes,yes,bad,cluster2
1107,0<=X<200,10.982113,'existing paid','new car',1209.074462,<100,1<=X<4,1.728159,'female div/dep/mar',none,3.901393,'real estate',46.944943,none,own,1.773303,'unskilled resident',1,none,yes,bad,cluster2
1108,0<=X<200,26.586965,'existing paid',furniture/equipment,8445.031372,<100,>=7,2,'male single',none,2.382256,'no known property',39.962782,none,own,2,skilled,1,yes,yes,bad,cluster2
1109,<0,17.331676,'existing paid',furniture/equipment,2007.414291,<100,1<=X<4,1.861196,'female div/dep/mar',none,1.697777,'real estate',19.352237,none,rent,1.258865,skilled,1,none,yes,bad,cluster2
1110,0<=X<200,8.282543,'existing paid','new car',937.685695,<100,<1,1.619823,'female div/dep/mar',none,1.99443,car,28.143315,none,own,1.73905,skilled,1,none,yes,bad,cluster2
1111,<0,13.830433,'existing paid','new car',2316.606995,<100,<1,3.509514,'male div/sep',none,1.62957,car,39.230408,none,own,1.931519,skilled,1,none,yes,bad,cluster2
1112,<0,20.934664,'existing paid','new car',1382.509422,'no known savings',1<=X<4,2.912908,'female div/dep/mar',none,2,'life insurance',27.303876,none,own,1,skilled,1,none,yes,bad,cluster2
1113,<0,13.367908,'existing paid','new car',2567.040669,<100,<1,4,'male single',none,3.337369,'real estate',42.134004,none,own,1.448263,'unskilled resident',2,none,yes,bad,cluster2
1114,<0,16.32853,'no credits/all paid','new car',1078.777619,<100,<1,4,'male single',none,2.693006,'real estate',36.466517,none,own,1.707156,skilled,1,none,yes,bad,cluster2
1115,0<=X<200,16.89589,'existing paid',furniture/equipment,2724.756598,<100,>=7,1.833976,'male single',none,2.76791,'life insurance',24.349324,bank,own,1,skilled,1,none,yes,bad,cluster2
1116,<0,23.083113,'all paid','new car',1190.016379,<100,unemployed,2.018174,'female div/dep/mar',none,4,'no known property',59.615633,none,own,2.769606,'unemp/unskilled non res',1.397418,none,yes,bad,cluster2
1117,0<=X<200,24,'existing paid','used car',11376.605915,<100,1<=X<4,1.212342,'female div/dep/mar',none,3.61208,car,28.18516,bank,rent,2,'high qualif/self emp/mgmt',1,none,yes,bad,cluster2
1118,0<=X<200,15.712018,'existing paid','new car',1474.448963,<100,4<=X<7,3.027247,'female div/dep/mar',none,1.386382,car,24.640323,none,own,1.894556,skilled,1,none,yes,bad,cluster2
1119,<0,12,'existing paid','new car',658.385057,<100,1<=X<4,4,'female div/dep/mar',none,1,car,21.335549,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1120,<0,12,'existing paid','new car',725.32273,<100,>=7,4,'male single',none,3.161207,'life insurance',33.604292,none,own,1,'unskilled resident',1.169135,none,yes,bad,cluster2
1121,0<=X<200,44.209506,'critical/other existing credit','new car',5228.619927,<100,1<=X<4,2.579573,'female div/dep/mar',none,2.509571,'life insurance',29.079738,none,own,1.795217,skilled,1,none,yes,bad,cluster2
1122,<0,30.730433,'existing paid',radio/tv,1837.34996,<100,1<=X<4,3.012215,'female div/dep/mar',none,2.35468,'no known property',33.13108,none,own,1.155295,skilled,1,yes,yes,bad,cluster2
1123,0<=X<200,14.988163,'existing paid',repairs,1507.418642,<100,<1,2.447325,'male mar/wid',none,3,'life insurance',38.357712,none,own,2,skilled,1,none,yes,bad,cluster2
1124,<0,24,'critical/other existing credit','new car',4834.41332,<100,<1,2.384638,'male single',none,3.563045,'life insurance',46.002329,none,own,1.188291,skilled,1.613252,none,yes,bad,cluster2
1125,<0,17.645018,'existing paid',furniture/equipment,3362.666336,<100,<1,3.041563,'male single',none,4,'life insurance',34.718865,none,rent,1,skilled,1.855881,yes,yes,bad,cluster2
1126,<0,23.99129,'all paid',radio/tv,1667.738986,<100,<1,4,'male single',none,2,car,22.148685,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1127,<0,22.665393,'existing paid',furniture/equipment,3102.835668,<100,<1,2.282979,'female div/dep/mar',none,2.447774,'life insurance',23.681042,none,own,1,skilled,1,none,yes,bad,cluster2
1128,<0,10.986594,'all paid',radio/tv,610.014708,<100,<1,4,'female div/dep/mar',none,4,'real estate',23.256877,none,own,1,skilled,1,none,yes,bad,cluster2
1129,<0,11.742636,'existing paid','new car',664.062802,<100,1<=X<4,4,'male single',none,2.369882,car,22.185824,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1130,0<=X<200,15.445761,'existing paid','new car',1253.442129,<100,1<=X<4,3.080397,'female div/dep/mar',none,2,'real estate',27.843759,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1131,<0,22.864746,'existing paid',furniture/equipment,3099.319056,<100,<1,1.57691,'female div/dep/mar',none,2.890092,'life insurance',25.98599,none,rent,1,skilled,1,none,yes,bad,cluster2
1132,<0,8.753158,'existing paid','new car',1215.157487,<100,unemployed,4,'female div/dep/mar',none,4,'no known property',39.168614,none,own,1.652101,skilled,1.057635,none,yes,bad,cluster2
1133,<0,27.862957,'existing paid','used car',8303.889739,<100,>=7,2.433875,'male single',none,2.600329,'no known property',38.673765,none,own,2,skilled,1,none,yes,bad,cluster2
1134,0<=X<200,15.40347,'existing paid',radio/tv,2977.94138,<100,1<=X<4,3.520266,'male single',none,3.651007,car,21.392735,none,rent,1.53839,skilled,1,none,yes,bad,cluster2
1135,<0,24.519946,'existing paid','new car',8662.89196,<100,<1,2.170877,'male single',none,1.282194,car,28.101363,none,own,1.918923,skilled,1,yes,yes,bad,cluster2
1136,<0,19.312983,'existing paid',furniture/equipment,3114.064081,<100,<1,3.75222,'female div/dep/mar',none,2.338348,'life insurance',26.909609,none,rent,1,skilled,1,none,yes,bad,cluster2
1137,<0,18.740022,'existing paid','new car',1216.140417,<100,<1,4,'female div/dep/mar',none,3.82704,'real estate',39.88429,none,rent,1.024826,skilled,1.010598,none,yes,bad,cluster2
1138,<0,6.533069,'existing paid','new car',1199.418959,<100,<1,4,'female div/dep/mar',none,4,'no known property',25.33725,none,rent,1,skilled,1,none,yes,bad,cluster2
1139,<0,11.031779,'existing paid','new car',1292.030328,<100,<1,2.264586,'female div/dep/mar',none,4,car,21.676988,none,rent,1,skilled,1,none,yes,bad,cluster2
1140,<0,34.837244,'all paid','new car',6861.901472,<100,1<=X<4,2.028229,'male single',none,2.195633,'life insurance',29.624273,none,own,1,skilled,1.660115,yes,yes,bad,cluster2
1141,<0,12,'existing paid',radio/tv,743.476634,<100,unemployed,4,'female div/dep/mar',none,2.03829,'real estate',28.286449,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1142,<0,36.283199,'existing paid',furniture/equipment,7119.927037,<100,1<=X<4,2.723628,'male single',none,4,'life insurance',37.731222,none,own,2,skilled,1.636885,yes,yes,bad,cluster2
1143,<0,22.570738,'existing paid',furniture/equipment,3110.617777,<100,<1,2,'female div/dep/mar',none,2.881687,'life insurance',24.450781,none,rent,1,skilled,1,none,yes,bad,cluster2
1144,<0,45.492959,'existing paid',furniture/equipment,7125.859687,<100,1<=X<4,2.403844,'male single',none,4,'life insurance',32.183058,none,own,2,skilled,1.454444,yes,yes,bad,cluster2
1145,<0,31.623663,'existing paid','new car',2317.17436,<100,<1,2.584828,'male div/sep',none,3.781008,car,26.560135,none,own,1,skilled,1,none,yes,bad,cluster2
1146,<0,14.361714,'existing paid','new car',2598.316273,<100,1<=X<4,2.03299,'male single',none,1.898303,'real estate',29.498255,none,rent,1.465522,skilled,1.178258,none,yes,bad,cluster2
1147,<0,21.325672,'existing paid',radio/tv,2335.319108,<100,unemployed,1.805372,'male div/sep',none,1,car,33,none,own,1,skilled,1,none,yes,bad,cluster2
1148,<0,38.599973,'existing paid','new car',7802.626254,<100,>=7,4,'male single',none,4,car,35.9809,none,'for free',1.670881,skilled,1,yes,yes,bad,cluster2
1149,<0,16.713879,'all paid',furniture/equipment,1537.55805,<100,<1,3.37309,'male single',none,2.321087,car,23.818281,bank,own,1,skilled,1,none,yes,bad,cluster2
1150,0<=X<200,41.605323,'existing paid','new car',6340.834768,<100,>=7,4,'male single',none,4,'no known property',40.89642,none,own,1.406253,skilled,1,none,yes,bad,cluster2
1151,0<=X<200,15.361762,'existing paid',furniture/equipment,2872.271334,<100,<1,2.785658,'male div/sep',none,2.786493,'life insurance',25.930623,bank,own,1.133523,skilled,1.475649,none,yes,bad,cluster2
1152,<0,18.457755,'existing paid',radio/tv,1336.614656,<100,<1,4,'male single',none,2.212783,'real estate',30.405585,bank,own,1.809181,skilled,1.242363,none,yes,bad,cluster2
1153,<0,12,'existing paid','new car',653.362269,<100,1<=X<4,3.744465,'female div/dep/mar',none,3.615026,car,24.3387,none,own,1,'unskilled resident',1,none,yes,bad,cluster2
1154,<0,48,'all paid',furniture/equipment,7100.982733,<100,<1,2.572016,'male single',none,3.756201,'life insurance',43.997668,none,own,2,skilled,1.989882,yes,yes,bad,cluster2
1155,<0,12.974932,'existing paid','new car',1332.802,<100,<1,2.552909,'male single',none,1.785024,'real estate',24.962063,none,own,1,skilled,1,none,yes,bad,cluster2
1156,<0,18.147115,'critical/other existing credit','new car',2298.178734,<100,<1,3.12977,'male div/sep',none,2.7049,car,35.340825,none,rent,1.552774,skilled,1,none,yes,bad,cluster2
1157,0<=X<200,17.407368,'critical/other existing credit','new car',4969.166509,<100,1<=X<4,1.204674,'female div/dep/mar',none,4,'life insurance',34.995453,none,own,2,skilled,1,yes,yes,bad,cluster2
1158,<0,29.545339,'existing paid',furniture/equipment,3549.048146,<100,1<=X<4,3.542132,'male single',none,2.214304,car,40.094614,none,own,1,skilled,1.117162,none,yes,bad,cluster2
1159,0<=X<200,13.136259,'existing paid',furniture/equipment,1927.89323,<100,<1,3.331265,'male single',none,2,'real estate',36.615063,none,own,1.743436,skilled,1,none,yes,bad,cluster2
1160,'no checking',18.137152,'all paid',furniture/equipment,1544.572585,<100,<1,3.261508,'male single',none,2.854743,'life insurance',25.349665,bank,own,1.0285,skilled,1,none,yes,bad,cluster2
1161,0<=X<200,36,'existing paid','new car',12404.222618,<100,1<=X<4,1,'male single',none,4,'no known property',38.992417,none,'for free',1,'high qualif/self emp/mgmt',1.680017,yes,yes,bad,cluster2
1162,<0,12,'existing paid','new car',1384.912492,'no known savings',1<=X<4,2,'female div/dep/mar',none,2.984826,'life insurance',27.587996,none,own,1,skilled,1,none,yes,bad,cluster2
1163,<0,57.560069,'all paid','new car',6803.916049,<100,1<=X<4,3,'male single',none,3.808839,'life insurance',58.375705,none,own,1.614393,skilled,1,yes,yes,bad,cluster2
1164,<0,24,'existing paid',furniture/equipment,3175.683804,<100,<1,4,'female div/dep/mar',none,3.502719,'life insurance',27.833313,none,rent,1,skilled,1,yes,yes,bad,cluster2
1165,0<=X<200,17.320632,'existing paid',furniture/equipment,2770.505444,<100,>=7,2.677386,'male single',none,3.800474,car,25.755386,bank,own,1.746066,skilled,1,none,yes,bad,cluster2
1166,<0,17.741527,'no credits/all paid','new car',1100.152545,<100,1<=X<4,3.32894,'male single',none,3.935378,'real estate',29.910834,none,own,1.427094,skilled,1,none,yes,bad,cluster2
1167,<0,26.640283,'existing paid',radio/tv,2390.424691,<100,<1,3.502184,'female div/dep/mar',none,1.103736,'real estate',33.790329,none,own,1.076571,skilled,1,none,yes,bad,cluster2
1168,<0,18,'existing paid',furniture/equipment,2077.429887,<100,1<=X<4,1.932462,'female div/dep/mar',none,3.854981,'real estate',26.819004,none,rent,1,skilled,1,none,yes,bad,cluster2
1169,<0,13.36485,'existing paid','new car',1218.764399,<100,<1,1.457999,'male single',none,2.950093,'real estate',46.18251,none,own,1.696849,skilled,1,none,yes,bad,cluster2
1170,<0,19.053729,'critical/other existing credit','new car',2225.683423,<100,1<=X<4,3.469866,'male single',none,3.57885,'life insurance',59.517326,bank,own,2,skilled,1,none,yes,bad,cluster2
1171,0<=X<200,33.616251,'existing paid',furniture/equipment,2693.714126,<100,>=7,3.942774,'female div/dep/mar',none,4,'life insurance',30.44083,bank,own,1,skilled,1,none,yes,bad,cluster2
